"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"facebook","🇩🇪 Facebook - Post 𝐋𝐢𝐤𝐞𝐬 (👍) 𝐅𝐞𝐦𝐚𝐥𝐞 - Germany - Non Drop - 200-300/Day | 30 Days Refill","9.632","6.88","50","10000","wizsmm","09efca1c-3a98-4b50-a2aa-f1e4131d3231"
"facebook","🇳🇬 Facebook - 𝗣𝗼𝘀𝘁 (𝗖𝘂𝘀𝘁𝗼𝗺 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - Nigeria - Non Drop - 100-200/Day | 30 Days Refill","20.636","14.74","5","1000","wizsmm","0a02b4cc-a2b6-431a-aa2c-a01a258e7859"
"facebook","Facebook  Reels Share - [ 1k/day ] [ 30 Days Refill ] 6-12 HRS","7.056","5.04","50","300000","wizsmm","0a2ea7ba-64dd-4c03-bc2d-c86ad7a51e70"
"facebook","🇧🇷 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐖𝐨𝐰 (😯😯😯) - Brazil - Non Drop - 200-300/Day | 30 Days Refill","10.85","7.75","50","10000","wizsmm","0a3212f0-ac09-4e2b-897c-506ae1907e33"
"facebook","🇵🇭 Facebook - Post 𝐋𝐢𝐤𝐞𝐬 (👍) 𝐅𝐞𝐦𝐚𝐥𝐞 - Philippines - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","0b8c7f53-06da-4cfd-bd6d-85a3d57deea2"
"facebook","Facebook Female Page Review [Real] [USA] [Start time: 0-12 Hour ]","70.56","50.4","1","500","wizsmm","0c1e25c6-31bb-434e-aa17-5c39760a12b2"
"facebook","Facebook Followers | HQ+Real | Low Drop | Day 50K | 60 Days Refill","0.742","0.52","10","500000","wizsmm","0c25542c-6cac-4a52-84a4-9cd748bad99f"
"facebook","Facebook Post Reactions | 😂Haha | 🔥𝐈𝐧𝐬𝐭𝐚𝐧𝐭 𝐒𝐭𝐚𝐫𝐭 | 🚀10K/Day | ♻️30 Days Guarantee","1.26","0.9","50","1000000","wizsmm","0cfb5faa-a05f-472b-abdb-5922479652c8"
"facebook","Facebook Video Views [ 5k-10k/day ] 0-24 HRS","0.322","0.23","100","1000000","wizsmm","0ea987e4-c296-4259-a4c7-85b80f5355de"
"facebook","🇯🇵 Facebook - 𝗣𝗼𝘀𝘁 (𝐑𝐚𝐧𝐝𝐨𝐦 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - 𝑴𝒂𝒍𝒆 𝑷𝒓𝒐𝒇𝒊𝒍𝒆 👦 - Japan - Non Drop - 100-200/Day | 30 Days Refill","23.058","16.47","5","1000","wizsmm","0ed115ef-d6f6-47a7-bbee-6579d169d58b"
"facebook","🇵🇭 Facebook | Profile/Page - Followers - Philippines - Non Drop - 200-300/Day | 30 Days Refill","17.878","12.77","50","10000","wizsmm","0ed70337-e61f-49c0-b5bc-f9b0924ff6d1"
"facebook","🇫🇷 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐋𝐨𝐯𝐞 (❤️❤️❤️) - France - Non Drop - 200-300/Day | 30 Days Refill","10.85","7.75","20","10000","wizsmm","0edaab78-c277-4f81-9a2b-03d649a51742"
"facebook","🇯🇵 Facebook - Post 𝐋𝐢𝐤𝐞𝐬 (👍) 𝐅𝐞𝐦𝐚𝐥𝐞 - Japan - Non Drop - 200-300/Day | 30 Days Refill","9.562","6.83","50","10000","wizsmm","0fb968d6-b26e-4036-997e-449cd2433b75"
"facebook","Facebook Live Stream Views - S8 [ 60 Minutes ]","7.224","5.16","50","2000","wizsmm","100de785-97cc-410e-8adf-aa736c02dc59"
"facebook","Facebook Page Like + Followers [ 3k-5k/day ] [ 30 Days Refill ] 0-6 HRS","2.562","1.83","100","500000","wizsmm","1147e861-d09a-4659-9f6a-caea9579441b"
"facebook","Facebook Live Stream Views - S9 [ 60 Minutes ]","7.84","5.6","50","20000","wizsmm","115414c1-c49c-478c-ba40-22545861ed64"
"facebook","Facebook Page Likes + Followers - [ Max - 100K ] [ Non Drop, 5-10k/day ] [ 60 Days Guaranteed ] 12-24 HRS","3.43","2.45","1000","50000","wizsmm","11db15fb-214e-4c29-99b4-b803e90f9f54"
"facebook","Facebook Live Stream Views- [ 330 Minutes ]","2.52","1.8","20","10000","wizsmm","11dd6868-ccb0-45e0-bd5a-38f8542813fb"
"facebook","🇨🇦 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐖𝐨𝐰 (😯😯😯) - Canada - Non Drop - 200-300/Day | 30 Days Refill","8.134","5.81","50","10000","wizsmm","1269a10d-b964-4f6a-82f7-165de86e598e"
"facebook","🇵🇭 Facebook - 𝗣𝗼𝘀𝘁 (𝗘𝗺𝗼𝗷𝗶 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - Philippines - Non Drop - 100-200/Day | 30 Days Refill","22.008","15.72","5","1000","wizsmm","12c395e6-385f-4cc6-b72e-be59dddb0450"
"facebook","Facebook Costum Comments [🇵🇭Philippines🇵🇭] [30 Days Refill] [150/D] [0-12/H]","18.816","13.44","5","300","wizsmm","140f6456-0ff6-4891-8cb9-20c1e31b5fa8"
"facebook","🇳🇬 Facebook - 𝗣𝗼𝘀𝘁 (𝗖𝘂𝘀𝘁𝗼𝗺 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - 𝑴𝒂𝒍𝒆 𝑷𝒓𝒐𝒇𝒊𝒍𝒆 👦 - Nigeria - Non Drop - 100-200/Day | 30 Days Refill","20.636","14.74","5","1000","wizsmm","14472670-da0c-4169-96f2-3cb97802b4ff"
"facebook","FACEBOOK COMMENTS-LIKE [USA] [MAX 1K]","158.592","113.28","100","1000","wizsmm","145eba03-e731-4b56-af2e-60590399a96d"
"facebook","Facebook Page Followers [🇹🇭Thailand🇹🇭] [30 Days Refill] 100-1K/D] [0-8/H]","4.06","2.9","100","50000","wizsmm","153d2ed2-b979-4e3f-8c81-68ae8077455c"
"facebook","Facebook Live Organic Viewers | Max 100K | 100% Concurrent | 24 Hours","112.896","80.64","10","30000","wizsmm","156be445-a07e-4daa-8634-0e73f89176e2"
"facebook","Facebook Random Comments - [ Max-500 ] [ 30 Days Refill ] 12-24 HRS","16.8","12","10","100","wizsmm","15885e63-dc90-4890-8ab8-f30c7d570d81"
"facebook","Canada Traffic from Facebook","0.56","0.4","500","1000000","wizsmm","15d11be7-bdb8-45a1-84bf-04c8d992fd82"
"facebook","🇫🇷 Facebook 𝐆𝐫𝐨𝐮𝐩 𝐌𝐞𝐦𝐛𝐞𝐫𝐬 - France - Non Drop - 200-500/Day | 30 Days Refill","16.268","11.62","20","10000","wizsmm","16739f52-4ddb-4105-8b0f-08cac4724267"
"facebook","Facebook Personal Profile Followers - [ High Speed ] [ 10k-50k/day ] 0-24 HRS","1.33","0.95","10","1000000","wizsmm","0e60c06f-e9a9-493c-954a-eca5140387cb"
"facebook","Facebook Followers [High Quality] [30 Days Refill] [500K/D] [Instant]","0.49","0.35","50","500000","wizsmm","18c3c2e5-7493-4c84-9717-1a479072c73b"
"facebook","🇦🇪 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐖𝐨𝐰 (😯😯😯) - United Arab Emirates - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","16db1262-edd0-4e30-8deb-ca1ee378092d"
"facebook","Facebook Comment RANDOM [🇮🇹ITALY🇮🇹] [REAL] [NON DROP] [Start Time: 0-24 Hours]","65.52","46.8","1","500","wizsmm","16ded499-9835-4775-a39a-ccad5f6aef0b"
"facebook","Facebook Live Stream Views - S8 [ 180 Minutes ]","21.644","15.46","50","2000","wizsmm","185531f2-56eb-4e77-a9dc-d6d6e1514cf0"
"facebook","Facebook Live Stream Views - S7 [ 90 Minutes ]","13.174","9.41","20","20000","wizsmm","185f140c-2d63-456f-81cc-202b6b7ce33b"
"facebook","Facebook All Type Page Likes and Followers [World Wide] [Lifetime Refill] [50-100K/D] [Instant]","1.344","0.96","10","500000","wizsmm","1874f52e-d8a2-419d-a59a-8afb7df0e121"
"facebook","♛ Facebook Video / Reels Views [ 10 Min ] [ 100k+/day ] 0-1 HRS","1.554","1.11","500","10000000","wizsmm","18a262af-1724-4cdb-a45b-26a15f879b3b"
"facebook","Facebook Post Reaction CARE [🇩🇪GERMANY🇩🇪] [PAGE/Profile] [NON DROP] [Start Time: 0-24 Hours]","11.466","8.19","10","500","wizsmm","18bef95e-872d-4f1a-81e5-86d64ed6c5c8"
"facebook","FACEBOOK POST LIKE [USA FEMALE] [MAX 1K]","3.976","2.84","100","1000","wizsmm","18c1e430-acc4-4120-882b-3943a1258d80"
"facebook","🇨🇦 Facebook 𝐏𝐚𝐠𝐞 𝐑𝐞𝐯𝐢𝐞𝐰 (Yes-Recommendations) [𝐖𝐢𝐭𝐡𝐨𝐮𝐭 𝐂𝐮𝐬𝐭𝐨𝐦 𝐂𝐨𝐦𝐦𝐞𝐧𝐭𝐬] - Canada - Non Drop - 100-200/Day | 30 Days Refill","20.342","14.53","50","1000","wizsmm","19961405-a5ff-444c-b82f-7c84aa7c65fe"
"facebook","Facebook Post Reaction HAHA [🇩🇪GERMANY🇩🇪] [PAGE/Profile] [NON DROP] [Start Time: 0-24 Hours]","11.466","8.19","10","500","wizsmm","19cf9121-331f-4ed5-9b0a-5d23d2e84acd"
"facebook","Thailand Traffic from Facebook [LQ]","0.238","0.17","88","88888888","wizsmm","1aeefecd-542a-4710-9349-d1e30f6d9551"
"facebook","Facebook Post Reaction LOVE [🇩🇪GERMANY🇩🇪] [PAGE/Profile] [NON DROP] [Start Time: 0-24 Hours]","11.466","8.19","10","500","wizsmm","1b09a4e3-3237-4f2f-a154-a4c59a2bc487"
"facebook","🇫🇷 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐖𝐨𝐰 (😯😯😯) - France - Non Drop - 200-300/Day | 30 Days Refill","10.85","7.75","20","10000","wizsmm","1c0bad55-6a8d-4ad2-97f6-f4b7a80e74e2"
"facebook","🇯🇵 Facebook 𝐏𝐚𝐠𝐞 𝐑𝐞𝐯𝐢𝐞𝐰 (Yes-Recommendations) [𝐖𝐢𝐭𝐡𝐨𝐮𝐭 𝐂𝐮𝐬𝐭𝐨𝐦 𝐂𝐨𝐦𝐦𝐞𝐧𝐭𝐬] - Japan - Non Drop - 100-200/Day | 30 Days Refill","23.058","16.47","5","1000","wizsmm","1e2a9c03-c739-41df-a952-59683c062ff5"
"facebook","Facebook Post Share [🇵🇭Philippines🇵🇭] [500-1K/D] [0-24/H]","4.746","3.39","100","10000","wizsmm","205a6ca8-58eb-4d79-a5fe-7b725e8a4c93"
"facebook","Facebook Post Reactions [😡𝐀𝐧𝐠𝐫𝐲] - [🚀10K] - [⚡Instant] - [♻️30D]","0.84","0.6","50","1000000","wizsmm","20827c28-5690-4398-b906-561c10f2433c"
"facebook","🇪🇬 Facebook Male Page Rating + Custom Comments [5⭐] [Max: 1k] [Refill: Lifetime] [Start Time: 48 Hours] [Speed: 500/Day]","13.16","9.4","50","10000","wizsmm","20947218-2297-4083-8288-5ec5722b3d5c"
"facebook","Facebook Followers [All Types] [30 Days Refill] [10-20K/D] [Instant]","1.89","1.35","10","5000000","wizsmm","24c7819b-6fed-444d-9eb1-c3e145a3ec7c"
"facebook","India Traffic from Facebook","0.56","0.4","500","1000000","wizsmm","251ca3fa-f24c-4b66-9a81-a63030ff344e"
"facebook","Facebook Post Reaction | Max 100K | Care 🥰 | Instant Start | No Refill | Speed: 20K/Day","0.672","0.48","10","100000","wizsmm","25b10b70-67ac-4acf-a791-57bf9d519d39"
"facebook","Facebook Post Likes [English Names] [Cancel Enabled Working] [High Quality] [30 Days Refill] [30K] [Instant]","3.64","2.6","10","10000","wizsmm","25fed109-ba02-4199-b91b-d28b36d71544"
"facebook","🔵Facebook - PHOTO/POST  Haha React😁[100%PHILIPPINES🇵🇭] [⚡️Speed:10K/Day] [🎯Instant]🔥FAST🔥","5.292","3.78","100","1000","wizsmm","261a4c99-eaba-4e05-8823-2781b3942061"
"facebook","Facebook Indian Followers [No Drop] [Lifetime Guarantee] [5-10K/D] [Start 3 Hours]","1.68","1.2","100","100000","wizsmm","288eee91-d7ff-4f63-b9ea-017344ab4349"
"facebook","Taiwan Traffic from Facebook","0.238","0.17","88","88888888","wizsmm","28999526-c463-4768-90b0-a1431529ae79"
"facebook","Facebook Post Likes | [🇺🇸US🇺🇸] Male | | 𝗥𝗘𝗙𝗜𝗟𝗟 30D | Start 0-24h","11.466","8.19","25","3000","wizsmm","2899981c-1f42-4781-9e60-a141e8f87559"
"facebook","🇺🇸 FACEBOOK REEL SHARES [USA] [10K]","69.552","49.68","5","10000","wizsmm","2987aacb-fddb-4b00-9cbe-7fff592df088"
"facebook","🇧🇷 Facebook Page Likes - Brazil - Non Drop - 200-300/Day | 30 Days Refill","17.668","12.62","50","10000","wizsmm","2aefea16-e267-41ac-8454-3cd26bca80fd"
"facebook","Facebook Live Stream Views - [ Stay 4 Hour ] INSTANT","18.116","12.94","200","10000","wizsmm","2b4132cf-5203-4cf9-b6d7-f7849f1542f0"
"facebook","🇦🇪 Facebook - Post React 𝐖𝐨𝐰 (😯) - United Arab Emirates - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","2b48a5d3-4861-4b67-8d19-447adad0e509"
"facebook","Facebook Custom Comments - [ Max-500 ] [ 30 Days Refill ] 12-24 HRS","16.8","12","10","100","wizsmm","2c10f891-c08f-4877-be35-e122a76fa1c0"
"facebook","🇦🇪 Facebook - 𝐄𝐯𝐞𝐧𝐭 𝐉𝐨𝐢𝐧 (𝐆𝐨𝐢𝐧𝐠) - United Arab Emirates - Non Drop - 200-300/Day | 30 Days Refill","16.506","11.79","50","10000","wizsmm","2defc8bd-d0d2-449f-8be5-c82ec2546a81"
"facebook","🇫🇷 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐂𝐚𝐫𝐞 (🥰🥰🥰) - France - Non Drop - 200-300/Day | 30 Days Refill","10.85","7.75","20","10000","wizsmm","2e99444c-ee17-4a30-9f5c-a06e49cb83c5"
"facebook","Indonesia Traffic from Facebook","0.56","0.4","500","1000000","wizsmm","30360d9d-68d1-40b1-83f4-6ed525449644"
"facebook","Facebook views -  [ 200k/day ] INSTANT","0.056","0.04","10","2147483647","wizsmm","31626bc3-4340-4ceb-936f-29bb5d36ef15"
"facebook","Facebook Live Stream Views - S9 [ 30 Minutes ]","3.92","2.8","50","20000","wizsmm","327d04b9-d596-47fe-9436-5fb416770a24"
"facebook","🇧🇷 Facebook - 𝐄𝐯𝐞𝐧𝐭 𝐉𝐨𝐢𝐧 (𝐈𝐧𝐭𝐞𝐫𝐞𝐬𝐭) - Brazil - Non Drop - 200-300/Day | 30 Days Refill","13.58","9.7","50","10000","wizsmm","328be38f-d537-4f73-af29-87ce094744dd"
"facebook","🇦🇪 Facebook - 𝗣𝗼𝘀𝘁 (𝐑𝐚𝐧𝐝𝐨𝐦 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - 𝐅𝐞𝐦𝐚𝐥𝐞 𝐏𝐫𝐨𝐟𝐢𝐥𝐞 💁‍ - United Arab Emirates - Non Drop - 100-200/Day | 30 Days Refill","23.38","16.7","5","1000","wizsmm","3296d9b7-5a60-4d9e-97ad-34ab56796a16"
"facebook","Facebook Live Organic Viewers | Max 100K | 100% Concurrent | 8 Hours","37.632","26.88","10","30000","wizsmm","32a373f6-87b6-4438-96bc-4ac62393737d"
"facebook","Facebook Page Likes [🇺🇸US🇺🇸] [REAL][FEMALE] [NON DROP] [Start Time: 0-24 Hours]","11.466","8.19","10","5000","wizsmm","33b71918-3bf9-4435-ad0c-40095152367d"
"facebook","Facebook Live Stream Views - [ 90 Minutes ]","23.52","16.8","20","10000","wizsmm","340c1373-a9f2-404e-9904-84fed8df93b3"
"facebook","🇨🇦 Facebook - 𝗣𝗼𝘀𝘁 (𝗖𝘂𝘀𝘁𝗼𝗺 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - 𝐅𝐞𝐦𝐚𝐥𝐞 𝐏𝐫𝐨𝐟𝐢𝐥𝐞 💁‍ - Canada - Non Drop - 100-200/Day | 30 Days Refill","20.342","14.53","5","1000","wizsmm","3540bca6-7dc2-4ac5-88e0-7a631a01c4ef"
"facebook","🇯🇵 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐒𝐚𝐝 (😢😢😢) - Japan - Non Drop - 200-300/Day | 30 Days Refill","9.562","6.83","50","10000","wizsmm","3691846f-d78d-4595-b629-bfb8e2ac6009"
"facebook","Ukraine Traffic from Facebook","0.56","0.4","500","1000000","wizsmm","37bffa6d-79cb-40fd-8b0b-ec73c7a21436"
"facebook","🇲🇾 Facebook - 𝐄𝐯𝐞𝐧𝐭 𝐉𝐨𝐢𝐧 (𝐈𝐧𝐭𝐞𝐫𝐞𝐬𝐭) - Malaysia - Non Drop - 200-300/Day | 30 Days Refill","13.762","9.83","50","10000","wizsmm","380fa110-518f-42df-9802-197a7699ab60"
"facebook","Poland Traffic from  Facebook","0.56","0.4","500","1000000","wizsmm","390b5f21-2a6c-42cc-b9ca-55cf38234239"
"facebook","Facebook Live Stream Views - [ Stay 1 Hour ] INSTANT","4.536","3.24","200","10000","wizsmm","3921db22-ddd9-477e-beea-53b3b124d6b1"
"facebook","Facebook Philippines Random + Emoji Comments [High Quality] [Guarantee: 30 Days] [1-5K/D] [0-2/H]","28.224","20.16","1","10000","wizsmm","3a84fe8c-9bf3-4623-b184-1322a2f3ae32"
"facebook","Germany Traffic from Facebook [LQ]","0.238","0.17","88","88888888","wizsmm","3ae4c3d2-327e-497d-be17-7a75683da906"
"facebook","Facebook Real Followers [ Max - 500k ] [ less Drop ] [ No Refill ] INSTANT","0.56","0.4","10","500000","wizsmm","3babe08f-4cd2-49a5-8256-afb404ec2def"
"facebook","Facebook Post Likes - [ World Wide ] [ No Refill ] [ High Quality ] [ 5k/day ]","1.89","1.35","10","5000","wizsmm","3bc540ff-5e1a-4038-ae29-aa5ab1d01837"
"facebook","Facebook Live Organic Viewers | Max 100K | 100% Concurrent | 9 Hours","42.336","30.24","10","30000","wizsmm","3bc83345-289d-43ff-a034-c957de9f6d34"
"facebook","Facebook All Type Followers [🇵🇭Philippines🇵🇭] [500-1K/D] [0-24/H]","5.502","3.93","100","5000","wizsmm","3cd03e9d-84ed-4e69-8a71-409b566dce64"
"facebook","🇵🇭 Facebook - Post React 𝐂𝐚𝐫𝐞 (🥰) - Philippines - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","3d046a2a-daad-464e-b995-f6b13d9d288f"
"facebook","Czech Republic Traffic from Facebook","0.56","0.4","500","1000000","wizsmm","3d2817e6-1a93-4c2a-b0d4-faf9e43913d2"
"facebook","🇵🇭 Facebook - Post React 𝐋𝐨𝐯𝐞 (❤️) - Philippines - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","3d484805-5c34-48b8-ac40-9ddbc79a560e"
"facebook","🇵🇭 Facebook - Post React 𝐒𝐚𝐝 (😢) - Philippines - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","3d490a1b-edf3-4e02-9793-fbc02b6388c6"
"facebook","🇧🇷 Facebook - Post Likes (𝐀𝐥𝐥 𝐋𝐢𝐧𝐤𝐬) Brazil - Non Drop - 200-300/Day | 30 Days Refill","10.85","7.75","50","10000","wizsmm","3e193862-08a9-4f95-9ad2-dcc3a8fc18a5"
"facebook","🇵🇭 Facebook - 𝐄𝐯𝐞𝐧𝐭 𝐉𝐨𝐢𝐧 (𝐆𝐨𝐢𝐧𝐠) - Philippines - Non Drop - 200-300/Day | 30 Days Refill","11.004","7.86","50","10000","wizsmm","3f769b84-e286-406b-a3e6-984a0a866cb9"
"facebook","🇻🇳 Facebook - Post 𝐋𝐢𝐤𝐞𝐬 (👍) 𝑴𝒂𝒍𝒆 - Vietnam - Non Drop - 200-300/Day | 30 Days Refill","9.632","6.88","50","10000","wizsmm","3f9924b5-4896-488f-8072-e8b0df447e47"
"facebook","Facebook 60K Minutes [Monetization] [50-100K/D] [0-1/H] [60+ Minutes]","2.03","1.45","1000","1000","wizsmm","3fa2b1d7-052f-403e-adf8-bae77514ce37"
"facebook","Facebook Group Member [🇩🇪GERMANY🇩🇪] [REAL] [NON DROP] [Start Time: 0-24 Hours]","11.466","8.19","10","10000","wizsmm","4094dd2d-c6d1-4cdf-a754-7d302a493400"
"facebook","Facebook Page Likes + Followers [ 𝐒𝐞𝐫𝐯𝐞𝐫 𝟐 ] [ 🚀5K ] [ Instant Start ] [ Cancel Button ] [ ♻️30D ]","1.82","1.3","10","100000","wizsmm","41171799-a8b3-4b70-942c-429a083c53c4"
"facebook","Facebook Group Member [🇮🇹ITALY🇮🇹] [REAL] [NON DROP] [Start Time: 0-24 Hours]","11.466","8.19","10","1000","wizsmm","427c1f49-aab8-45b2-9a2a-044554476609"
"facebook","Facebook Live Stream Views - S7 [ 180 Minutes ]","26.348","18.82","20","20000","wizsmm","43b864ec-c506-460b-9dd9-d158c646c025"
"facebook","Facebook Comments [Custom] [USA] [Female] [Max:2K] [Refill: 30 Days] [Start Time: 1-12 Hour] [Speed:500/Day]","141.12","100.8","1","2000","wizsmm","43ee64a5-3939-4944-8797-70493b2c1581"
"facebook","🇩🇪 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 𝐋𝐢𝐤𝐞 (👍👍👍) - Germany - Non Drop - 200-300/Day | 30 Days Refill","9.632","6.88","50","10000","wizsmm","44915a79-542d-455b-ac65-8f646b5b2d96"
"facebook","Facebook Live Stream Views - S1 [ 30 Minutes ]","15.064","10.76","50","2000","wizsmm","46aa7880-6ceb-4404-87b5-53776d9486af"
"facebook","France Traffic from Facebook [LQ]","0.238","0.17","88","88888888","wizsmm","47cf6c33-27b8-4842-8ecb-2b4cf152d994"
"facebook","🇫🇷 Facebook - 𝗣𝗼𝘀𝘁 (𝗖𝘂𝘀𝘁𝗼𝗺 𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝘀) - 𝑴𝒂𝒍𝒆 𝑷𝒓𝒐𝒇𝒊𝒍𝒆 👦 - France - Non Drop - 100-200/Day | 30 Days Refill","23.044","16.46","5","1000","wizsmm","47d984a4-e430-4b8b-9f54-48c920e9707a"
"facebook","Facebook Page Followers [USA] [Insights Europe] [High Quality] [30 Days Refill] [30K] [Instant]","10.08","7.2","50","1000","wizsmm","480b042a-21d3-4dbb-a9a2-1f71a53e004a"
"facebook","Facebook Post Shares - [ Increase Virtual ] 1-24 HRS","1.778","1.27","30","10000000","wizsmm","48234c3f-933b-407a-a862-11ba01acf74f"
"facebook","Facebook Live Stream Views - S8 [ 300 Minutes ]","36.064","25.76","50","2000","wizsmm","482fd57f-f5ef-4089-8838-4fb809026c89"
"facebook","🇳🇬 Facebook - 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 React 𝐇𝐚𝐇𝐚 (😆😆😆) - Nigeria - Non Drop - 200-300/Day | 30 Days Refill","9.632","6.88","50","10000","wizsmm","48ff70f4-3bf6-43a4-8ce1-663f42bb40c6"
"facebook","Facebook Comment Custom [🇺🇸US🇺🇸 BLACK] [NON DROP] [Start Time: 0-24 Hours]","65.52","46.8","5","2000","wizsmm","4a6ce65b-d622-44dc-85f4-2ca03fb5d85c"
